Invoice ID,City,Product line,Unit price,Quantity,Sales,Date,Time
277-35-5865,Madrid,Food and beverages,98.97,9,935.2665,3/9/2019,11:23:00 AM
789-23-8625,Paris,Fashion accessories,93.22,3,293.643,1/24/2019,11:45:00 AM
284-54-4231,Madrid,Sports and travel,80.93,1,84.9765,1/19/2019,4:08:00 PM
443-59-0061,Berlin,Food and beverages,67.45,10,708.225,2/3/2019,11:25:00 AM
509-29-3912,Berlin,Sports and travel,38.72,9,365.904,3/20/2019,12:24:00 PM
327-40-9673,Paris,Sports and travel,72.6,6,457.38,1/13/2019,7:51:00 PM
840-19-2096,Madrid,Electronic accessories,87.91,5,461.5275,3/14/2019,6:10:00 PM
828-46-6863,Berlin,Food and beverages,98.53,6,620.739,1/23/2019,11:22:00 AM
641-96-3695,Madrid,Fashion accessories,43.46,6,273.798,2/7/2019,5:55:00 PM
420-97-3340,Berlin,Food and beverages,71.68,3,225.792,3/28/2019,3:30:00 PM
436-54-4512,Berlin,Food and beverages,91.61,1,96.1905,3/20/2019,7:44:00 PM
670-79-6321,Paris,Home and lifestyle,94.59,7,695.2365,1/17/2019,3:27:00 PM
852-62-7105,Paris,Fashion accessories,83.25,10,874.125,1/12/2019,11:25:00 AM
598-06-7312,Paris,Fashion accessories,91.35,1,95.9175,2/16/2019,3:42:00 PM
135-13-8269,Paris,Food and beverages,78.88,2,165.648,1/26/2019,4:04:00 PM
816-57-2053,Berlin,Sports and travel,60.87,2,127.827,3/9/2019,12:37:00 PM
628-90-8624,Paris,Health and beauty,82.58,10,867.09,3/14/2019,2:41:00 PM
856-66-2701,Berlin,Home and lifestyle,53.3,3,167.895,1/25/2019,2:19:00 PM
308-39-1707,Berlin,Fashion accessories,12.09,1,12.6945,1/26/2019,6:19:00 PM
149-61-1929,Berlin,Sports and travel,64.19,10,673.995,1/19/2019,2:08:00 PM
655-07-2265,Berlin,Electronic accessories,78.31,3,246.6765,3/5/2019,4:38:00 PM
589-02-8023,Berlin,Food and beverages,83.77,2,175.917,1/15/2019,10:54:00 AM
420-04-7590,Paris,Home and lifestyle,99.7,3,314.055,3/18/2019,11:29:00 AM
182-88-2763,Paris,Food and beverages,79.91,3,251.7165,3/20/2019,7:28:00 PM
188-55-0967,Paris,Health and beauty,66.47,10,697.935,1/15/2019,3:01:00 PM
610-46-4100,Berlin,Health and beauty,28.95,7,212.7825,3/3/2019,8:31:00 PM
318-81-2368,Madrid,Electronic accessories,46.2,1,48.51,3/19/2019,12:16:00 PM
364-33-8584,Paris,Food and beverages,17.63,5,92.5575,3/8/2019,3:27:00 PM
665-63-9737,Paris,Fashion accessories,52.42,3,165.123,2/27/2019,5:36:00 PM
695-09-5146,Paris,Food and beverages,98.79,3,311.1885,2/23/2019,8:00:00 PM
155-45-3814,Madrid,Electronic accessories,88.55,8,743.82,3/19/2019,3:29:00 PM
794-32-2436,Paris,Electronic accessories,55.67,2,116.907,3/27/2019,3:08:00 PM
131-15-8856,Madrid,Food and beverages,72.52,8,609.168,3/30/2019,7:26:00 PM
273-84-2164,Madrid,Electronic accessories,12.05,5,63.2625,2/16/2019,3:53:00 PM
706-36-6154,Berlin,Home and lifestyle,19.36,9,182.952,1/18/2019,6:43:00 PM
778-89-7974,Madrid,Health and beauty,70.21,6,442.323,3/30/2019,2:58:00 PM
574-31-8277,Paris,Fashion accessories,33.63,1,35.3115,3/20/2019,7:55:00 PM
859-71-0933,Madrid,Sports and travel,15.49,2,32.529,1/16/2019,3:10:00 PM
740-11-5257,Madrid,Electronic accessories,24.74,10,259.77,2/24/2019,4:44:00 PM
369-82-2676,Paris,Electronic accessories,75.66,5,397.215,1/15/2019,6:22:00 PM
563-47-4072,Paris,Health and beauty,55.81,6,351.603,1/22/2019,11:52:00 AM
742-04-5161,Berlin,Home and lifestyle,72.78,10,764.19,2/3/2019,5:24:00 PM
149-15-7606,Paris,Sports and travel,37.32,9,352.674,3/6/2019,3:31:00 PM
133-77-3154,Paris,Fashion accessories,60.18,4,252.756,2/16/2019,6:04:00 PM
169-52-4504,Berlin,Electronic accessories,15.69,3,49.4235,3/14/2019,2:13:00 PM
250-81-7186,Madrid,Electronic accessories,99.69,1,104.6745,2/27/2019,10:23:00 AM
562-12-5430,Berlin,Fashion accessories,88.15,3,277.6725,1/18/2019,10:11:00 AM
816-72-8853,Berlin,Sports and travel,27.93,5,146.6325,1/29/2019,3:48:00 PM
491-38-3499,Berlin,Fashion accessories,55.45,1,58.2225,2/26/2019,5:46:00 PM
322-02-2271,Paris,Sports and travel,42.97,3,135.3555,2/3/2019,11:46:00 AM
842-29-4695,Madrid,Sports and travel,17.14,7,125.979,1/16/2019,12:07:00 PM
725-67-2480,Paris,Fashion accessories,58.75,6,370.125,3/24/2019,6:14:00 PM
641-51-2661,Madrid,Food and beverages,87.1,10,914.55,2/12/2019,2:45:00 PM
714-02-3114,Madrid,Sports and travel,98.8,2,207.48,2/21/2019,11:39:00 AM
518-17-2983,Berlin,Fashion accessories,48.63,4,204.246,2/4/2019,3:44:00 PM
779-42-2410,Paris,Food and beverages,57.74,3,181.881,2/20/2019,1:06:00 PM
190-14-3147,Paris,Health and beauty,17.97,4,75.474,2/23/2019,8:43:00 PM
408-66-6712,Madrid,Health and beauty,47.71,6,300.573,2/16/2019,2:19:00 PM
679-22-6530,Paris,Sports and travel,40.62,2,85.302,1/17/2019,10:01:00 AM
588-47-8641,Berlin,Fashion accessories,56.04,10,588.42,1/14/2019,7:30:00 PM
642-61-4706,Paris,Food and beverages,93.4,2,196.14,3/30/2019,4:34:00 PM
576-31-4774,Paris,Health and beauty,73.41,3,231.2415,3/2/2019,1:10:00 PM
556-41-6224,Madrid,Health and beauty,33.64,8,282.576,2/15/2019,5:10:00 PM
811-03-8790,Berlin,Electronic accessories,45.48,10,477.54,3/1/2019,10:22:00 AM
242-11-3142,Paris,Fashion accessories,83.77,2,175.917,2/24/2019,7:57:00 PM
752-23-3760,Paris,Sports and travel,64.08,7,470.988,2/19/2019,7:29:00 PM
274-05-5470,Berlin,Food and beverages,73.47,4,308.574,2/23/2019,6:30:00 PM
648-94-3045,Madrid,Health and beauty,58.95,10,618.975,2/7/2019,2:27:00 PM
130-67-4723,Berlin,Food and beverages,48.5,6,305.55,1/11/2019,1:57:00 PM
528-87-5606,Paris,Electronic accessories,39.48,1,41.454,2/12/2019,7:43:00 PM
320-85-2052,Paris,Sports and travel,34.81,1,36.5505,1/14/2019,10:11:00 AM
370-96-0655,Madrid,Fashion accessories,49.32,6,310.716,1/9/2019,1:46:00 PM
105-10-6182,Berlin,Fashion accessories,21.48,2,45.108,2/27/2019,12:22:00 PM
510-79-0415,Paris,Sports and travel,23.08,6,145.404,1/24/2019,7:20:00 PM
241-96-5076,Paris,Home and lifestyle,49.1,2,103.11,1/8/2019,12:58:00 PM
767-97-4650,Paris,Sports and travel,64.83,2,136.143,1/8/2019,11:59:00 AM
648-83-1321,Berlin,Home and lifestyle,63.56,10,667.38,1/16/2019,5:59:00 PM
173-57-2300,Madrid,Sports and travel,72.88,2,153.048,3/13/2019,12:51:00 PM
305-03-2383,Berlin,Food and beverages,67.1,3,211.365,2/15/2019,10:36:00 AM
394-55-6384,Madrid,Sports and travel,70.19,9,663.2955,1/25/2019,1:38:00 PM
266-20-6657,Madrid,Food and beverages,55.04,7,404.544,3/12/2019,7:39:00 PM
689-05-1884,Berlin,Health and beauty,48.63,10,510.615,3/4/2019,12:44:00 PM
196-01-2849,Madrid,Fashion accessories,73.38,7,539.343,2/10/2019,1:56:00 PM
372-62-5264,Madrid,Food and beverages,52.6,9,497.07,1/16/2019,2:42:00 PM
800-09-8606,Berlin,Home and lifestyle,87.37,5,458.6925,1/29/2019,7:45:00 PM
182-52-7000,Berlin,Sports and travel,27.04,4,113.568,1/1/2019,8:26:00 PM
826-58-8051,Paris,Home and lifestyle,62.19,4,261.198,1/6/2019,7:46:00 PM
868-06-0466,Berlin,Electronic accessories,69.58,9,657.531,2/19/2019,7:38:00 PM
751-41-9720,Madrid,Home and lifestyle,97.5,10,1023.75,1/12/2019,4:18:00 PM
626-43-7888,Madrid,Fashion accessories,60.41,8,507.444,2/7/2019,12:23:00 PM
176-64-7711,Paris,Food and beverages,32.32,3,101.808,3/27/2019,7:11:00 PM
191-29-0321,Paris,Fashion accessories,19.77,10,207.585,2/27/2019,6:57:00 PM
729-06-2010,Paris,Health and beauty,80.47,9,760.4415,1/6/2019,11:18:00 AM
640-48-5028,Paris,Home and lifestyle,88.39,9,835.2855,3/2/2019,12:40:00 PM
186-79-9562,Paris,Health and beauty,71.77,7,527.5095,3/29/2019,2:06:00 PM
834-45-5519,Paris,Electronic accessories,43,4,180.6,1/31/2019,8:48:00 PM
162-65-8559,Madrid,Food and beverages,68.98,1,72.429,1/21/2019,8:13:00 PM
760-27-5490,Madrid,Fashion accessories,15.62,8,131.208,1/20/2019,8:37:00 PM
445-30-9252,Berlin,Sports and travel,25.7,3,80.955,1/17/2019,5:59:00 PM
786-94-2700,Berlin,Food and beverages,80.62,6,507.906,2/28/2019,8:18:00 PM
728-88-7867,Madrid,Home and lifestyle,75.53,4,317.226,3/19/2019,3:52:00 PM
183-21-3799,Madrid,Electronic accessories,77.63,9,733.6035,2/19/2019,3:14:00 PM
268-20-3585,Madrid,Health and beauty,13.85,9,130.8825,2/4/2019,12:50:00 PM
735-32-9839,Madrid,Fashion accessories,98.7,8,829.08,1/31/2019,10:36:00 AM
258-92-7466,Berlin,Health and beauty,35.68,5,187.32,2/6/2019,6:33:00 PM
857-16-3520,Berlin,Fashion accessories,71.46,7,525.231,3/28/2019,4:06:00 PM
482-17-1179,Berlin,Electronic accessories,11.94,3,37.611,1/19/2019,12:47:00 PM
788-21-5741,Berlin,Fashion accessories,45.38,3,142.947,2/17/2019,1:34:00 PM
821-14-9046,Paris,Fashion accessories,17.48,6,110.124,1/18/2019,3:04:00 PM
418-05-0656,Paris,Fashion accessories,25.56,7,187.866,2/2/2019,8:42:00 PM
678-79-0726,Madrid,Sports and travel,90.63,9,856.4535,1/18/2019,3:28:00 PM
776-68-1096,Paris,Home and lifestyle,44.12,3,138.978,3/18/2019,1:45:00 PM
592-46-1692,Madrid,Food and beverages,36.77,7,270.2595,1/11/2019,8:10:00 PM
434-35-9162,Paris,Food and beverages,23.34,4,98.028,2/4/2019,6:53:00 PM
149-14-0304,Madrid,Health and beauty,28.5,8,239.4,2/6/2019,2:24:00 PM
442-44-6497,Madrid,Home and lifestyle,55.57,3,175.0455,1/8/2019,11:42:00 AM
174-64-0215,Paris,Sports and travel,69.74,10,732.27,3/5/2019,5:49:00 PM
210-74-9613,Madrid,Fashion accessories,97.26,4,408.492,3/16/2019,3:33:00 PM
299-29-0180,Paris,Home and lifestyle,52.18,7,383.523,3/9/2019,10:54:00 AM
247-11-2470,Berlin,Fashion accessories,22.32,4,93.744,3/1/2019,4:23:00 PM
635-28-5728,Berlin,Health and beauty,56,3,176.4,2/28/2019,7:33:00 PM
756-49-0168,Berlin,Fashion accessories,19.7,1,20.685,2/8/2019,11:39:00 AM
438-23-1242,Paris,Electronic accessories,75.88,7,557.718,1/24/2019,10:38:00 AM
238-45-6950,Paris,Food and beverages,53.72,1,56.406,3/1/2019,8:03:00 PM
607-65-2441,Madrid,Health and beauty,81.95,10,860.475,3/10/2019,12:39:00 PM
386-27-7606,Madrid,Home and lifestyle,81.2,7,596.82,3/23/2019,3:59:00 PM
137-63-5492,Madrid,Electronic accessories,58.76,10,616.98,1/29/2019,2:26:00 PM
197-77-7132,Paris,Electronic accessories,91.56,8,769.104,1/12/2019,6:22:00 PM
805-86-0265,Berlin,Home and lifestyle,93.96,9,887.922,3/20/2019,11:32:00 AM
733-29-1227,Madrid,Home and lifestyle,55.61,7,408.7335,3/23/2019,12:41:00 PM
451-73-2711,Madrid,Food and beverages,84.83,1,89.0715,1/14/2019,3:20:00 PM
373-14-0504,Berlin,Sports and travel,71.63,2,150.423,2/12/2019,2:33:00 PM
546-80-2899,Berlin,Home and lifestyle,37.69,2,79.149,2/20/2019,3:29:00 PM
345-68-9016,Madrid,Sports and travel,31.67,8,266.028,1/2/2019,4:19:00 PM
390-17-5806,Madrid,Food and beverages,38.42,1,40.341,2/2/2019,4:33:00 PM
457-13-1708,Paris,Fashion accessories,65.23,10,684.915,1/8/2019,7:07:00 PM
664-14-2882,Madrid,Home and lifestyle,10.53,5,55.2825,1/30/2019,2:43:00 PM
487-79-6868,Paris,Home and lifestyle,12.29,9,116.1405,3/26/2019,7:28:00 PM
314-23-4520,Madrid,Health and beauty,81.23,7,597.0405,1/15/2019,8:44:00 PM
210-30-7976,Paris,Fashion accessories,22.32,4,93.744,3/14/2019,11:16:00 AM
585-86-8361,Berlin,Food and beverages,27.28,5,143.22,2/3/2019,10:31:00 AM
807-14-7833,Berlin,Electronic accessories,17.42,10,182.91,2/22/2019,12:30:00 PM
775-72-1988,Paris,Home and lifestyle,73.28,5,384.72,1/24/2019,3:05:00 PM
288-38-3758,Madrid,Fashion accessories,84.87,3,267.3405,1/25/2019,6:30:00 PM
652-43-6591,Berlin,Fashion accessories,97.29,8,817.236,3/9/2019,1:18:00 PM
785-96-0615,Paris,Electronic accessories,35.74,8,300.216,2/17/2019,3:28:00 PM
406-46-7107,Berlin,Home and lifestyle,96.52,6,608.076,1/11/2019,11:52:00 AM
250-17-5703,Berlin,Food and beverages,18.85,10,197.925,2/27/2019,6:24:00 PM
156-95-3964,Berlin,Food and beverages,55.39,4,232.638,3/25/2019,3:19:00 PM
842-40-8179,Paris,Food and beverages,77.2,10,810.6,2/11/2019,10:38:00 AM
525-09-8450,Paris,Electronic accessories,72.13,10,757.365,1/31/2019,3:12:00 PM
410-67-1709,Berlin,Fashion accessories,63.88,8,536.592,1/20/2019,5:48:00 PM
587-73-4862,Berlin,Health and beauty,10.69,5,56.1225,3/26/2019,11:07:00 AM
787-87-2010,Berlin,Health and beauty,55.5,4,233.1,1/20/2019,3:48:00 PM
593-14-4239,Paris,Home and lifestyle,95.46,8,801.864,3/5/2019,7:40:00 PM
801-88-0346,Madrid,Fashion accessories,76.06,3,239.589,1/5/2019,8:30:00 PM
388-76-2555,Paris,Sports and travel,13.69,6,86.247,2/13/2019,1:59:00 PM
711-31-1234,Paris,Electronic accessories,95.64,4,401.688,3/16/2019,6:51:00 PM
886-54-6089,Berlin,Home and lifestyle,11.43,6,72.009,1/15/2019,5:24:00 PM
707-32-7409,Paris,Sports and travel,95.54,4,401.268,2/26/2019,11:58:00 AM
759-98-4285,Madrid,Health and beauty,85.87,7,631.1445,2/27/2019,7:01:00 PM
201-63-8275,Madrid,Sports and travel,67.99,7,499.7265,2/17/2019,4:50:00 PM
471-06-8611,Madrid,Food and beverages,52.42,1,55.041,2/6/2019,10:22:00 AM
200-16-5952,Madrid,Food and beverages,65.65,2,137.865,1/17/2019,4:46:00 PM
120-54-2248,Paris,Food and beverages,28.86,5,151.515,1/22/2019,6:08:00 PM
102-77-2261,Madrid,Health and beauty,65.31,7,480.0285,3/5/2019,6:02:00 PM
875-31-8302,Paris,Sports and travel,93.38,1,98.049,1/3/2019,1:07:00 PM
102-06-2002,Madrid,Sports and travel,25.25,5,132.5625,3/20/2019,5:52:00 PM
457-94-0464,Paris,Electronic accessories,87.87,9,830.3715,1/31/2019,8:32:00 PM
629-42-4133,Madrid,Health and beauty,21.8,8,183.12,2/19/2019,7:24:00 PM
534-53-3526,Berlin,Sports and travel,94.76,4,397.992,2/11/2019,4:06:00 PM
307-04-2070,Berlin,Fashion accessories,30.62,1,32.151,2/5/2019,2:14:00 PM
468-99-7231,Madrid,Home and lifestyle,44.01,8,369.684,3/3/2019,5:36:00 PM
516-77-6464,Madrid,Health and beauty,10.16,5,53.34,2/24/2019,1:08:00 PM
404-91-5964,Berlin,Electronic accessories,74.58,7,548.163,2/4/2019,4:09:00 PM
886-77-9084,Madrid,Electronic accessories,71.89,8,603.876,2/19/2019,11:33:00 AM
790-38-4466,Madrid,Health and beauty,10.99,5,57.6975,1/23/2019,10:18:00 AM
704-10-4056,Madrid,Health and beauty,60.47,3,190.4805,1/14/2019,10:55:00 AM
497-37-6538,Berlin,Sports and travel,58.91,7,432.9885,1/17/2019,3:15:00 PM
651-96-5970,Berlin,Fashion accessories,46.41,1,48.7305,3/3/2019,8:06:00 PM
400-80-4065,Madrid,Health and beauty,68.55,4,287.91,2/15/2019,8:21:00 PM
744-16-7898,Paris,Home and lifestyle,97.37,10,1022.385,1/15/2019,1:48:00 PM
263-12-5321,Berlin,Electronic accessories,92.6,7,680.61,2/27/2019,12:52:00 PM
702-72-0487,Berlin,Electronic accessories,46.61,2,97.881,2/26/2019,12:28:00 PM
605-83-1050,Paris,Fashion accessories,27.18,2,57.078,3/15/2019,4:26:00 PM
443-60-9639,Madrid,Home and lifestyle,60.87,1,63.9135,1/24/2019,1:24:00 PM
864-24-7918,Berlin,Sports and travel,24.49,10,257.145,2/22/2019,3:15:00 PM
359-94-5395,Paris,Health and beauty,92.78,1,97.419,3/15/2019,10:50:00 AM
401-09-4232,Madrid,Home and lifestyle,86.69,5,455.1225,2/11/2019,6:38:00 PM
751-15-6198,Paris,Sports and travel,23.01,6,144.963,1/12/2019,4:45:00 PM
324-41-6833,Madrid,Electronic accessories,30.2,8,253.68,3/3/2019,7:30:00 PM
474-33-8305,Madrid,Fashion accessories,67.39,7,495.3165,3/23/2019,1:23:00 PM
759-29-9521,Berlin,Fashion accessories,48.96,9,462.672,3/4/2019,11:27:00 AM
831-81-6575,Paris,Electronic accessories,75.59,9,714.3255,2/23/2019,11:12:00 AM
220-68-6701,Berlin,Home and lifestyle,77.47,4,325.374,3/17/2019,4:36:00 PM
618-34-8551,Berlin,Sports and travel,93.18,2,195.678,1/16/2019,6:41:00 PM
257-60-7754,Berlin,Electronic accessories,50.23,4,210.966,1/8/2019,5:12:00 PM
559-61-5987,Paris,Health and beauty,17.75,1,18.6375,1/14/2019,10:38:00 AM
189-55-2313,Madrid,Fashion accessories,62.18,10,652.89,1/31/2019,10:33:00 AM
565-91-4567,Paris,Health and beauty,10.75,8,90.3,3/15/2019,2:38:00 PM
380-60-5336,Berlin,Electronic accessories,40.26,10,422.73,2/24/2019,6:06:00 PM
815-04-6282,Madrid,Sports and travel,64.97,5,341.0925,2/8/2019,12:52:00 PM
674-56-6360,Berlin,Electronic accessories,95.15,1,99.9075,3/22/2019,2:00:00 PM
778-34-2523,Berlin,Electronic accessories,48.62,8,408.408,1/24/2019,10:57:00 AM
499-27-7781,Paris,Food and beverages,53.21,8,446.964,3/14/2019,4:45:00 PM
477-59-2456,Madrid,Fashion accessories,45.44,7,333.984,1/23/2019,11:15:00 AM
832-51-6761,Berlin,Food and beverages,33.88,8,284.592,1/19/2019,8:29:00 PM
869-11-3082,Paris,Health and beauty,96.16,4,403.872,1/27/2019,8:03:00 PM
190-59-3964,Paris,Food and beverages,47.16,5,247.59,2/3/2019,2:35:00 PM
366-43-6862,Paris,Electronic accessories,52.89,4,222.138,3/25/2019,4:32:00 PM
186-43-8965,Berlin,Home and lifestyle,47.68,2,100.128,2/24/2019,10:10:00 AM
784-21-9238,Madrid,Sports and travel,10.17,1,10.6785,2/7/2019,2:15:00 PM
276-75-6884,Berlin,Health and beauty,68.71,3,216.4365,3/4/2019,10:05:00 AM
109-86-4363,Paris,Sports and travel,60.08,7,441.588,2/14/2019,11:36:00 AM
569-76-2760,Berlin,Sports and travel,22.01,4,92.442,1/29/2019,6:15:00 PM
222-42-0244,Paris,Health and beauty,72.11,9,681.4395,1/28/2019,1:53:00 PM
760-53-9233,Berlin,Fashion accessories,41.28,3,130.032,3/26/2019,6:37:00 PM
538-22-0304,Madrid,Electronic accessories,64.95,10,681.975,3/24/2019,6:27:00 PM
416-17-9926,Berlin,Electronic accessories,74.22,10,779.31,1/1/2019,2:42:00 PM
237-44-6163,Berlin,Electronic accessories,10.56,8,88.704,1/24/2019,5:43:00 PM
636-17-0325,Paris,Health and beauty,62.57,4,262.794,2/25/2019,6:37:00 PM
343-75-9322,Paris,Sports and travel,11.85,8,99.54,1/9/2019,4:34:00 PM
528-14-9470,Berlin,Health and beauty,91.3,1,95.865,2/14/2019,2:42:00 PM
427-45-9297,Paris,Home and lifestyle,40.73,7,299.3655,3/12/2019,11:01:00 AM
807-34-3742,Berlin,Fashion accessories,52.38,1,54.999,3/26/2019,7:44:00 PM
288-62-1085,Berlin,Fashion accessories,38.54,5,202.335,1/9/2019,1:34:00 PM
670-71-7306,Paris,Sports and travel,44.63,6,281.169,1/2/2019,8:08:00 PM
660-29-7083,Madrid,Electronic accessories,55.87,10,586.635,1/15/2019,3:01:00 PM
271-77-8740,Madrid,Sports and travel,29.22,6,184.086,1/1/2019,11:40:00 AM
497-36-0989,Berlin,Fashion accessories,51.94,3,163.611,2/15/2019,3:21:00 PM
291-59-1384,Paris,Electronic accessories,60.3,1,63.315,2/28/2019,5:38:00 PM
860-73-6466,Berlin,Sports and travel,39.47,2,82.887,3/2/2019,4:16:00 PM
549-23-9016,Madrid,Food and beverages,14.87,2,31.227,2/13/2019,6:15:00 PM
896-34-0956,Berlin,Fashion accessories,21.32,1,22.386,1/26/2019,12:43:00 PM
804-38-3935,Berlin,Electronic accessories,93.78,3,295.407,1/30/2019,11:32:00 AM
585-90-0249,Berlin,Electronic accessories,73.26,1,76.923,1/27/2019,6:08:00 PM
862-29-5914,Madrid,Sports and travel,22.38,1,23.499,1/30/2019,5:08:00 PM
845-94-6841,Madrid,Food and beverages,72.88,9,688.716,1/8/2019,7:38:00 PM
125-45-2293,Berlin,Fashion accessories,99.1,6,624.33,1/19/2019,1:11:00 PM
843-73-4724,Berlin,Fashion accessories,74.1,1,77.805,1/25/2019,11:05:00 AM
409-33-9708,Berlin,Fashion accessories,98.48,2,206.808,2/19/2019,10:12:00 AM
658-66-3967,Madrid,Health and beauty,53.19,7,390.9465,1/14/2019,3:42:00 PM
866-70-2814,Paris,Electronic accessories,52.79,10,554.295,2/25/2019,11:58:00 AM
160-22-2687,Berlin,Health and beauty,95.95,5,503.7375,1/23/2019,2:21:00 PM
895-03-6665,Paris,Fashion accessories,36.51,9,345.0195,2/16/2019,10:52:00 AM
770-42-8960,Paris,Food and beverages,21.12,8,177.408,1/1/2019,7:31:00 PM
748-45-2862,Berlin,Home and lifestyle,28.31,4,118.902,3/7/2019,6:35:00 PM
234-36-2483,Paris,Health and beauty,57.59,6,362.817,2/15/2019,1:51:00 PM
316-66-3011,Berlin,Food and beverages,47.63,9,450.1035,1/23/2019,12:35:00 PM
848-95-6252,Madrid,Home and lifestyle,86.27,1,90.5835,2/20/2019,1:24:00 PM
840-76-5966,Berlin,Sports and travel,12.76,2,26.796,1/8/2019,6:06:00 PM
152-03-4217,Paris,Home and lifestyle,11.28,9,106.596,3/17/2019,11:55:00 AM
533-66-5566,Paris,Home and lifestyle,51.07,7,375.3645,1/12/2019,11:42:00 AM
124-31-1458,Berlin,Electronic accessories,79.59,3,250.7085,1/8/2019,2:30:00 PM
176-78-1170,Madrid,Health and beauty,33.81,3,106.5015,1/26/2019,3:11:00 PM
361-59-0574,Paris,Sports and travel,90.53,8,760.452,3/15/2019,2:48:00 PM
101-81-4070,Madrid,Health and beauty,62.82,2,131.922,1/17/2019,12:36:00 PM
631-34-1880,Madrid,Food and beverages,24.31,3,76.5765,1/8/2019,7:09:00 PM
852-82-2749,Berlin,Sports and travel,64.59,4,271.278,1/6/2019,1:35:00 PM
873-14-6353,Berlin,Food and beverages,24.82,7,182.427,2/16/2019,10:33:00 AM
584-66-4073,Madrid,Fashion accessories,56.5,1,59.325,3/13/2019,3:45:00 PM
544-55-9589,Paris,Electronic accessories,21.43,10,225.015,1/28/2019,11:51:00 AM
166-19-2553,Berlin,Sports and travel,89.06,6,561.078,1/18/2019,5:26:00 PM
737-88-5876,Berlin,Home and lifestyle,23.29,4,97.818,3/19/2019,11:52:00 AM
154-87-7367,Madrid,Home and lifestyle,65.26,8,548.184,3/15/2019,2:04:00 PM
885-56-0389,Madrid,Fashion accessories,52.35,1,54.9675,2/12/2019,5:49:00 PM
608-05-3804,Paris,Electronic accessories,39.75,1,41.7375,2/25/2019,8:19:00 PM
448-61-3783,Berlin,Electronic accessories,90.02,8,756.168,3/21/2019,4:08:00 PM
761-49-0439,Paris,Electronic accessories,12.1,8,101.64,1/19/2019,10:17:00 AM
490-95-0021,Paris,Food and beverages,33.21,10,348.705,1/8/2019,2:25:00 PM
115-38-7388,Madrid,Fashion accessories,10.18,8,85.512,3/30/2019,12:51:00 PM
311-13-6971,Paris,Sports and travel,31.99,10,335.895,2/20/2019,3:18:00 PM
291-55-6563,Berlin,Home and lifestyle,34.42,6,216.846,3/30/2019,12:45:00 PM
548-48-3156,Berlin,Food and beverages,83.34,2,175.014,3/19/2019,1:37:00 PM
460-93-5834,Berlin,Sports and travel,45.58,7,335.013,1/13/2019,10:03:00 AM
325-89-4209,Berlin,Food and beverages,87.9,1,92.295,2/5/2019,7:42:00 PM
884-80-6021,Berlin,Electronic accessories,73.47,10,771.435,3/23/2019,1:14:00 PM
137-74-8729,Madrid,Fashion accessories,12.19,8,102.396,3/13/2019,12:47:00 PM
880-46-5796,Berlin,Sports and travel,76.92,10,807.66,3/17/2019,7:53:00 PM
389-70-2397,Madrid,Health and beauty,83.66,5,439.215,2/21/2019,10:26:00 AM
114-35-5271,Paris,Electronic accessories,57.91,8,486.444,2/7/2019,3:06:00 PM
607-76-6216,Madrid,Fashion accessories,92.49,5,485.5725,3/2/2019,4:35:00 PM
715-20-1673,Paris,Electronic accessories,28.38,5,148.995,3/6/2019,8:57:00 PM
811-35-1094,Paris,Electronic accessories,50.45,6,317.835,2/6/2019,3:16:00 PM
699-88-1972,Paris,Health and beauty,99.16,8,832.944,1/28/2019,5:47:00 PM
781-84-8059,Madrid,Fashion accessories,60.74,7,446.439,1/18/2019,4:23:00 PM
409-49-6995,Madrid,Food and beverages,47.27,6,297.801,2/5/2019,10:17:00 AM
725-54-0677,Madrid,Health and beauty,85.6,7,629.16,3/2/2019,1:50:00 PM
146-09-5432,Berlin,Food and beverages,35.04,9,331.128,2/9/2019,7:17:00 PM
377-79-7592,Madrid,Electronic accessories,44.84,9,423.738,1/14/2019,2:00:00 PM
509-10-0516,Paris,Home and lifestyle,45.97,4,193.074,2/9/2019,12:02:00 PM
595-94-9924,Berlin,Health and beauty,27.73,5,145.5825,3/26/2019,8:21:00 PM
865-41-9075,Berlin,Food and beverages,11.53,7,84.7455,1/28/2019,5:35:00 PM
545-07-8534,Madrid,Health and beauty,58.32,2,122.472,2/14/2019,12:42:00 PM
118-62-1812,Madrid,Home and lifestyle,78.38,4,329.196,3/24/2019,5:56:00 PM
450-42-3339,Madrid,Health and beauty,84.61,10,888.405,2/9/2019,6:58:00 PM
851-98-3555,Paris,Health and beauty,82.88,5,435.12,3/24/2019,2:08:00 PM
186-71-5196,Berlin,Food and beverages,79.54,2,167.034,3/27/2019,4:30:00 PM
624-01-8356,Paris,Home and lifestyle,49.01,10,514.605,1/27/2019,10:44:00 AM
313-66-9943,Paris,Food and beverages,29.15,3,91.8225,3/27/2019,8:29:00 PM
151-27-8496,Madrid,Electronic accessories,56.13,4,235.746,1/19/2019,11:43:00 AM
453-33-6436,Berlin,Home and lifestyle,93.12,8,782.208,2/7/2019,10:09:00 AM
522-57-8364,Berlin,Fashion accessories,51.34,8,431.256,1/31/2019,10:00:00 AM
459-45-2396,Berlin,Food and beverages,99.6,3,313.74,2/25/2019,6:45:00 PM
717-96-4189,Madrid,Electronic accessories,35.49,6,223.587,2/2/2019,12:40:00 PM
722-13-2115,Madrid,Sports and travel,42.85,1,44.9925,3/14/2019,3:36:00 PM
